loss,val_loss,lr
2.510263442993164,2.3712306022644043,1e-04
2.199547290802002,2.3277156352996826,1e-04
1.952121615409851,2.2830564975738525,1e-04
1.4969183206558228,2.0144758224487305,1e-04
1.2651649713516235,2.2134881019592285,1e-04
0.8222037553787231,2.221529245376587,1e-04
0.913696825504303,1.7329965829849243,1e-04
0.6613047122955322,1.9276139736175537,1e-04
0.7051973342895508,1.6750009059906006,1e-04
0.6993778347969055,2.098565101623535,1e-04
0.4539656639099121,1.8138763904571533,1e-04
0.4052760899066925,1.4372020959854126,1e-04
0.5844934582710266,1.7173407077789307,1e-04
0.32904207706451416,1.5827624797821045,1e-04
0.6274361610412598,1.2214823961257935,1e-04
0.4870472252368927,1.3268001079559326,1e-04
0.5325741767883301,1.1751272678375244,1e-04
0.4564129412174225,1.8596398830413818,1e-04
0.42115518450737,1.0043294429779053,1e-04
0.4068985879421234,1.1985650062561035,1e-04
0.45798254013061523,7.012631893157959,1e-04
0.4913368225097656,1.3410449028015137,1e-04
0.4476562440395355,0.8987401723861694,1e-04
0.4828150272369385,4.274516582489014,1e-04
0.4249819219112396,1.6904304027557373,1e-04
0.4170406758785248,6.916668891906738,1e-04
0.35853612422943115,4.370593547821045,1e-04
0.34306180477142334,1.262997031211853,1e-04
0.4534425437450409,1.4021623134613037,5e-05
0.2976624071598053,2.5392255783081055,5e-05
0.3517642617225647,1.2425620555877686,5e-05
0.4054896831512451,0.7626891732215881,5e-05
0.3525569438934326,1.4433460235595703,5e-05
0.3159309923648834,0.9056720733642578,5e-05
0.3209424912929535,0.7316596508026123,5e-05
0.2884054183959961,1.7295398712158203,5e-05
0.29187464714050293,0.8649565577507019,5e-05
0.3276553153991699,0.8473750948905945,5e-05
0.3807466924190521,1.2270057201385498,5e-05
0.4643488824367523,0.7169643044471741,5e-05
0.4357634484767914,1.191786766052246,5e-05
0.25104478001594543,2.65071964263916,5e-05
0.3857867121696472,1.5980015993118286,5e-05
0.39187926054000854,1.6180362701416016,5e-05
0.40589287877082825,1.5121077299118042,5e-05
0.4121714234352112,2.318894863128662,2.5e-05
0.40516138076782227,3.6010918617248535,2.5e-05
0.4007423222064972,0.6281507015228271,2.5e-05
0.275617390871048,0.8770048022270203,2.5e-05
0.28424835205078125,0.6726214289665222,2.5e-05
