timestamp,x,y,z,qx,qy,qz,qw,yaw,pitch,roll,delta_x,delta_y,delta_z,delta_yaw
1703165083.0179129,0.42482716107121793,0.8182971474522469,-0.8929541335732862,0.06881201592339246,0.031829328066857794,0.9971192666231363,0.002229006126770507,3.14152734500711,0.13780521516216399,-0.06381639121533736,,,,
1703165083.0379128,0.42526428135530325,0.8186732319083213,-0.8943595789626526,0.07069253089790715,0.029938468852725515,0.9970441015754157,0.0030518308731671694,3.1397211477649614,0.14162282372334345,-0.05990366731676033,0.0004371202840853239,0.0003760844560743992,-0.0014054453893663776,-0.0018061972421485883
1703165083.0579128,0.42574010819415387,0.8175335841687107,-0.8959879705204755,0.07249255979778375,0.027633904953648127,0.9969808433502833,0.0032239825586814555,3.139144888001926,0.1452356161431898,-0.055242923066263085,0.0004758268388506126,-0.0011396477396106164,-0.0016283915578229058,-0.000576259763035214
1703165083.077913,0.4263050921221279,0.8165673508131875,-0.8974922025278764,0.07426639971976517,0.025628878106937057,0.9969046169336214,0.0029744270165228738,3.139445219479731,0.14877370560288625,-0.05124555195473239,0.0005649839279740498,-0.0009662333555231495,-0.0015042320074009075,0.0003003314778049493
1703165083.097913,0.42600166058817207,0.8156406940505794,-0.89866645022511,0.07547419008611683,0.02387848097794512,0.9968589355938968,0.0023931785635689638,3.14041228820793,0.15116356707702436,-0.04780889827949649,-0.00030343153395584466,-0.000926656762608169,-0.0011742476972336213,0.0009670687281988499
1703165083.117913,0.42452686461755373,0.814448591016986,-0.8995309409192873,0.0759212539360641,0.022157043467669457,0.996866152446284,0.0017037407352836183,3.1415598533802207,0.15202709432749528,-0.04444358082085955,-0.0014747959706183367,-0.0011921030335934057,-0.0008644906941772668,0.0011475651722907543
1703165083.1379128,0.4236272630048113,0.8137966295333788,-0.9002432399458214,0.07641278822347222,0.02090488240334368,0.9968566991862643,0.0008904914856199733,-3.1401564648241873,0.15297840996843243,-0.042045520905550415,-0.00089960161274244,-0.000651961483607133,-0.0007122990265341356,-6.281716318204408
1703165083.1579127,0.42258115670223534,0.8135965864663851,-0.9005690970978953,0.07656052620358483,0.01989511069325187,0.9968663545371934,0.00037628401920708655,-3.1392692694350726,0.1532554176360638,-0.04008838849940798,-0.0010461063025759554,-0.00020004306699372698,-0.000325857152073894,0.0008871953891147477
1703165083.1779127,0.4213434787758634,0.8142570761203376,-0.9006103754135492,0.07631925305594865,0.01907406941419848,0.9969006637950463,0.0007861386413857507,-3.140232778003561,0.15278918976899078,-0.038366161443244284,-0.0012376779263719162,0.0006604896539524896,-4.1278315653814346e-05,-0.0009635085684882583
1703165083.1979127,0.41988176316914216,0.8149734632836798,-0.9005261956140603,0.07579045057365699,0.01826384876793612,0.9969550938550915,0.0016674130898856956,3.1410299648424145,0.15176214573058006,-0.03659238308496633,-0.0014617156067212589,0.0007163871633422136,8.417979948882603e-05,6.281262742845975
